1	1	1	5	5	9	9	10	13	1	0	1	1	4	4	4	2	2	inf	1	1	1	4	4	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	1	4	5	6	5	4	3	2	2	3	4	4	3	2	1	1	1	2	3	4	4	4	4	5	6	5	6	7	8	9	10	11	12	12	11	10	9	10	11	12	13	9	8	9	11	11	12	12	11	10	3	inf	inf	inf	inf	inf	inf
1	1	1	5	5	9	9	10	13	1	1	0	1	4	4	4	2	2	inf	1	1	1	4	4	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	1	4	5	6	5	4	3	2	2	3	4	4	3	2	1	1	1	2	3	4	4	4	4	5	6	5	6	7	8	9	10	11	12	12	11	10	9	10	11	12	13	9	8	9	11	11	12	12	11	10	3	inf	inf	inf	inf	inf	inf
1	1	1	5	5	10	10	11	14	1	1	1	0	3	5	5	1	1	inf	1	1	1	4	4	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	2	5	6	7	6	5	4	3	3	4	5	5	4	3	2	2	1	1	2	3	3	4	5	4	5	6	7	8	9	10	11	12	13	13	12	11	10	11	12	13	14	10	9	10	12	12	13	13	12	11	2	inf	inf	inf	inf	inf	inf
4	4	4	5	8	10	10	11	14	3	4	4	3	0	5	7	2	2	inf	3	3	3	7	7	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	3	7	8	9	8	7	6	5	6	6	7	7	6	5	4	3	2	1	2	3	3	4	5	4	5	6	7	8	9	10	11	12	13	13	12	11	10	11	12	13	14	10	9	10	12	12	13	13	12	11	1	inf	inf	inf	inf	inf	inf
4	4	4	3	6	5	5	6	9	5	4	4	5	5	0	2	4	4	inf	4	4	4	2	2	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	4	2	3	4	4	3	2	2	3	4	5	6	5	4	2	3	4	3	2	3	2	1	1	3	3	1	2	3	4	5	6	7	8	8	7	6	5	6	7	8	9	5	4	5	7	7	8	8	7	6	4	inf	inf	inf	inf	inf	inf
4	4	4	5	5	6	6	7	10	5	4	4	5	7	2	0	6	6	inf	4	4	4	1	1	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	3	1	1	2	3	2	1	1	2	2	4	5	5	3	2	3	4	5	4	5	3	2	1	4	5	2	3	4	5	6	7	8	9	9	8	7	6	7	8	9	10	6	5	6	8	8	9	9	8	7	6	inf	inf	inf	inf	inf	inf
1	1	1	4	7	9	9	10	13	1	2	2	1	2	4	6	0	1	inf	1	1	1	5	5	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	2	6	7	8	7	6	5	4	4	5	6	5	5	4	3	2	1	1	1	2	2	3	4	3	4	5	6	7	8	9	10	11	12	12	11	10	9	10	11	12	13	9	8	9	11	11	12	12	11	10	1	inf	inf	inf	inf	inf	inf
1	1	1	4	7	9	9	10	13	1	2	2	1	2	4	6	1	0	inf	1	1	1	5	5	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	1	6	7	8	7	6	5	4	4	5	6	5	5	4	3	2	1	1	1	2	2	3	4	3	4	5	6	7	8	9	10	11	12	12	11	10	9	10	11	12	13	9	8	9	11	11	12	12	11	10	1	inf	inf	inf	inf	inf	inf
inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	0	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf
1	1	1	3	6	9	9	10	13	1	1	1	1	3	4	4	1	1	inf	0	1	1	4	4	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	3	4	5	6	5	4	3	2	2	4	5	4	3	2	1	1	1	1	2	3	3	4	4	4	5	5	6	7	8	9	10	11	12	12	11	10	9	10	11	12	13	9	8	9	11	11	12	12	11	10	2	inf	inf	inf	inf	inf	inf
1	1	1	3	6	9	9	10	13	1	1	1	1	3	4	4	1	1	inf	1	0	1	4	4	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	3	4	5	6	5	4	3	2	2	4	5	4	3	2	1	1	1	1	2	3	3	4	4	4	5	5	6	7	8	9	10	11	12	12	11	10	9	10	11	12	13	9	8	9	11	11	12	12	11	10	2	inf	inf	inf	inf	inf	inf
1	1	1	3	6	9	9	10	13	1	1	1	1	3	4	4	1	1	inf	1	1	0	4	4	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	3	4	5	6	5	4	3	2	2	4	5	4	3	2	1	1	1	1	2	3	3	4	4	4	5	5	6	7	8	9	10	11	12	12	11	10	9	10	11	12	13	9	8	9	11	11	12	12	11	10	2	inf	inf	inf	inf	inf	inf
3	3	3	5	5	6	6	7	10	5	4	4	4	7	2	1	5	5	inf	4	4	4	0	1	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	1	1	1	2	3	2	1	1	2	3	3	5	4	4	2	3	4	5	4	5	3	2	1	4	5	2	3	4	5	6	7	8	9	9	8	7	6	7	8	9	10	6	5	6	8	8	9	9	8	7	6	inf	inf	inf	inf	inf	inf
3	3	3	5	5	6	6	7	10	5	4	4	4	7	2	1	5	5	inf	4	4	4	1	0	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	1	1	1	2	3	2	1	1	2	3	3	5	4	4	2	3	4	5	4	5	3	2	1	4	5	2	3	4	5	6	7	8	9	9	8	7	6	7	8	9	10	6	5	6	8	8	9	9	8	7	6	inf	inf	inf	inf	inf	inf
inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	0	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf
inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	0	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf
inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	0	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf
inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	0	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf
inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	0	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf
inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	0	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf
inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	0	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf
inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	0	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf
inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	0	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf
inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	0	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf
inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	0	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf
inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	0	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf
inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	0	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf
2	2	2	4	4	5	5	6	9	1	1	1	2	3	4	3	2	1	inf	3	3	3	1	1	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	0	1	1	2	2	2	1	1	1	2	3	4	3	2	1	2	3	4	3	4	2	1	1	3	4	1	2	3	4	5	6	7	8	8	7	6	5	6	7	8	9	5	4	5	7	7	8	8	7	6	5	inf	inf	inf	inf	inf	inf
4	4	4	5	4	6	6	7	10	5	4	4	5	7	2	1	6	6	inf	4	4	4	1	1	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	1	0	1	1	2	1	1	1	1	1	2	4	3	2	2	3	4	5	4	5	3	2	1	4	5	2	3	4	5	6	7	8	9	9	8	7	6	7	8	9	10	6	5	6	8	8	9	9	8	7	6	inf	inf	inf	inf	inf	inf
6	6	6	6	4	7	7	8	11	6	5	5	6	8	3	1	7	7	inf	5	5	5	1	1	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	1	1	0	1	1	1	1	2	2	1	2	3	2	3	3	4	5	6	5	6	4	3	2	5	6	3	4	5	6	7	8	9	10	10	9	8	7	8	9	10	11	7	6	7	9	9	10	10	9	8	7	inf	inf	inf	inf	inf	inf
7	7	7	7	2	8	8	9	12	7	6	6	7	9	4	2	8	8	inf	6	6	6	2	2	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	2	1	1	0	1	1	2	3	3	2	1	2	3	4	4	5	6	7	6	7	5	4	3	6	7	4	5	6	7	8	9	10	11	11	10	9	8	9	10	11	12	8	7	8	10	10	11	11	10	9	8	inf	inf	inf	inf	inf	inf
5	5	5	7	1	8	8	9	12	6	5	5	6	8	4	3	7	7	inf	5	5	5	3	3	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	2	2	1	1	0	1	1	2	2	1	1	1	2	3	4	5	5	7	6	7	5	4	3	6	7	4	5	6	7	8	9	10	11	11	10	9	8	9	10	11	12	8	7	8	10	10	11	11	10	9	8	inf	inf	inf	inf	inf	inf
4	4	4	6	2	7	7	8	11	5	4	4	5	7	3	2	6	6	inf	4	4	4	2	2	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	2	1	1	1	1	0	1	1	1	1	1	2	1	2	3	44	4	6	5	6	4	3	2	5	6	3	4	5	6	7	8	9	10	10	9	8	7	8	9	10	11	7	6	7	9	9	10	10	9	8	7	inf	inf	inf	inf	inf	inf
3	3	3	5	3	6	6	7	10	4	3	3	4	6	2	1	5	5	inf	3	3	3	1	1	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	1	1	1	2	1	1	0	1	1	1	2	2	2	1	2	2	3	5	4	5	3	2	1	4	5	2	3	4	5	6	7	8	9	9	8	7	6	7	8	9	10	6	5	6	8	8	9	9	8	7	6	inf	inf	inf	inf	inf	inf
2	2	2	5	3	6	6	7	10	3	2	2	3	5	2	1	4	4	inf	2	2	2	1	1	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	1	1	2	3	2	1	1	0	1	1	2	3	2	1	1	1	2	3	4	5	3	2	1	4	5	2	3	4	5	6	7	8	9	9	8	7	6	7	8	9	10	6	5	6	8	8	9	9	8	7	4	inf	inf	inf	inf	inf	inf
2	2	2	6	2	7	7	8	11	3	2	2	3	6	3	2	4	4	inf	2	2	2	2	2	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	1	1	2	3	2	1	1	1	0	1	1	2	1	1	1	2	3	4	5	6	4	3	2	5	6	3	4	5	6	7	8	9	10	10	9	8	7	8	9	10	11	7	6	7	9	9	10	10	9	8	4	inf	inf	inf	inf	inf	inf
3	3	3	6	1	8	8	9	12	4	3	3	4	6	4	2	5	5	inf	4	4	4	3	3	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	2	1	1	2	1	1	1	1	1	0	1	1	1	1	2	3	4	5	6	7	5	4	3	6	7	4	5	6	7	8	9	10	11	11	10	9	8	9	10	11	12	8	7	8	10	10	11	11	10	9	5	inf	inf	inf	inf	inf	inf
4	4	4	8	1	9	9	10	13	5	4	4	5	7	5	4	6	6	inf	5	5	5	3	3	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	3	2	2	1	1	1	2	2	1	1	0	1	1	2	3	4	5	6	7	8	6	5	4	7	8	5	6	7	8	9	10	11	12	12	11	10	9	10	11	12	13	9	8	9	11	11	12	12	11	10	6	inf	inf	inf	inf	inf	inf
4	4	4	9	1	10	10	11	14	5	4	4	5	7	6	5	5	5	inf	4	4	4	5	5	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	4	4	3	2	1	2	2	3	2	1	1	0	1	1	2	3	4	5	6	7	7	6	5	7	9	6	7	8	9	10	11	12	13	13	12	11	10	11	12	13	14	10	9	10	12	12	13	13	12	11	6	inf	inf	inf	inf	inf	inf
3	3	3	8	2	9	9	10	13	4	3	3	4	6	5	5	5	5	inf	3	3	3	4	4	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	3	3	2	3	2	1	2	2	1	1	1	1	0	1	1	2	3	4	5	6	6	5	4	7	8	5	6	7	8	9	10	11	12	12	11	10	9	10	11	12	13	9	8	9	11	11	12	12	11	10	5	inf	inf	inf	inf	inf	inf
2	2	2	7	2	9	9	10	13	3	2	2	3	5	4	3	4	4	inf	2	2	2	4	4	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	2	2	3	4	3	2	1	1	1	1	2	1	1	0	1	1	2	3	4	5	5	4	3	6	7	5	6	7	8	9	10	11	12	12	11	10	9	10	11	12	13	9	8	9	11	11	12	12	11	10	4	inf	inf	inf	inf	inf	inf
1	1	1	5	3	7	7	8	11	2	1	1	2	4	2	2	3	3	inf	1	1	1	2	2	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	1	2	3	4	4	3	2	1	1	2	3	2	1	1	0	1	1	2	3	4	4	3	2	5	6	3	4	5	6	7	8	9	10	10	9	8	7	8	9	10	11	7	6	7	9	9	10	10	9	8	3	inf	inf	inf	inf	inf	inf
1	1	1	5	4	8	8	9	12	1	1	1	2	3	3	3	2	2	inf	1	1	1	3	3	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	2	3	4	5	5	44	2	1	2	3	4	3	2	1	1	0	1	1	2	3	3	4	3	4	5	4	5	6	7	8	9	10	11	11	10	9	8	9	10	11	12	8	7	8	10	10	11	11	10	9	2	inf	inf	inf	inf	inf	inf
1	1	1	4	5	9	9	10	13	1	1	1	1	2	4	4	1	1	inf	1	1	1	4	4	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	3	4	5	6	5	4	3	2	3	4	5	4	3	2	1	1	0	1	1	2	2	3	4	3	4	5	6	7	8	9	10	11	12	12	11	10	9	10	11	12	13	9	8	9	11	11	12	12	11	10	1	inf	inf	inf	inf	inf	inf
2	2	2	3	6	8	8	9	12	1	2	2	1	1	3	5	1	1	inf	1	1	1	5	5	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	4	5	6	7	7	6	5	3	4	5	6	5	4	3	2	1	1	0	1	1	1	2	3	2	3	4	5	6	7	8	9	10	11	11	10	9	8	9	10	11	12	8	7	8	10	10	11	11	10	9	1	inf	inf	inf	inf	inf	inf
13	3	3	2	7	7	7	8	11	2	3	3	2	2	2	4	1	1	inf	2	2	2	4	4	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	3	4	5	6	6	5	4	4	5	6	7	6	5	4	3	2	1	1	0	1	1	1	2	1	2	3	4	5	6	7	8	9	10	10	9	8	7	8	9	10	11	7	6	7	9	9	10	10	9	8	1	inf	inf	inf	inf	inf	inf
4	4	4	3	8	8	8	9	12	3	4	4	3	3	3	5	2	2	inf	3	3	3	5	5	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	4	5	6	7	7	6	5	5	6	7	8	7	6	5	4	3	2	1	1	0	1	2	3	2	3	4	5	6	7	8	9	10	11	11	10	9	8	9	10	11	12	8	7	8	10	10	11	11	10	9	2	inf	inf	inf	inf	inf	inf
4	4	4	1	8	6	6	7	10	3	4	4	3	3	2	3	2	2	inf	3	3	3	3	3	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	2	3	4	5	5	4	3	3	4	5	6	7	6	5	4	3	2	1	1	1	0	1	1	1	1	2	3	4	5	6	7	8	9	9	8	7	6	7	8	9	10	6	5	6	8	8	9	9	8	7	2	inf	inf	inf	inf	inf	inf
5	5	5	2	6	5	5	6	9	4	4	4	4	4	1	2	3	3	inf	4	4	4	2	2	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	1	2	3	4	4	3	2	2	3	4	5	6	5	4	3	4	3	2	1	2	1	0	1	1	2	1	2	3	4	5	6	7	8	8	7	6	5	6	7	8	9	5	4	5	7	7	8	8	7	6	3	inf	inf	inf	inf	inf	inf
4	4	4	3	5	4	4	5	8	5	4	4	5	5	1	1	4	4	inf	4	4	4	1	1	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	1	1	2	3	3	2	1	1	2	3	4	5	4	3	2	3	4	3	2	3	1	1	0	2	3	1	1	2	3	4	5	6	7	7	6	5	4	5	6	7	8	4	3	4	6	6	7	7	6	5	4	inf	inf	inf	inf	inf	inf
5	5	5	1	9	7	7	8	11	4	5	5	4	4	3	4	3	3	inf	4	4	4	4	4	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	3	4	5	6	6	5	4	4	5	6	7	7	7	6	5	4	3	2	1	2	1	1	2	0	1	3	4	5	6	7	8	9	10	10	9	8	7	8	9	10	11	7	6	7	9	9	10	10	9	8	3	inf	inf	inf	inf	inf	inf
6	6	6	1	10	8	8	9	12	5	6	6	5	5	3	5	4	4	inf	5	5	5	5	5	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	4	5	6	7	7	6	5	5	6	7	8	9	8	7	6	5	4	3	2	3	1	2	3	1	0	4	5	6	7	8	9	10	11	11	10	9	8	9	10	11	12	8	7	8	10	10	11	11	10	9	4	inf	inf	inf	inf	inf	inf
